id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_aName,gene_b,gene_bName,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,interacting_cell,value,id,PreNonEffectiveScore,PostNonEffectiveScore,NonEffectiveRatio,NonEffectiveFoldChange,PreEffectiveScore,PostEffectiveScore,EffectiveRatio,EffectiveFoldChange,EffectiveVsNonEffectiveRatio,FoldChange(EffectiveCombineNonEffective),FoldChange,LigandCellset,ReceptorCellset
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,NK_cells.Tcell_prolif,1.77,FAM3C_CLEC2D-NK_cells.Tcell_prolif,1.77,1.819,1.027683616,0.5-2,,,,,0.973062122,0.5-2,0.5-2,NK_cells,Tcell_prolif
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,NK_cells.Tcell_prolif,22.999,HLA-C_FAM3C-NK_cells.Tcell_prolif,22.999,24.707,1.074264098,0.5-2,,,,,0.930869794,0.5-2,0.5-2,NK_cells,Tcell_prolif
CPI-CS0023FA839,CD94:NKG2E_HLA-E,complex:CD94:NKG2E,simple:P13747,,#N/A,ENSG00000204592,HLA-E,FALSE,TRUE,FALSE,curated,FALSE,0.034,NK_cells.Tregs,6.13,CD94:NKG2E_HLA-E-NK_cells.Tregs,6.13,7.073,1.153833605,0.5-2,7.773,7.367,0.947767915,0.5-2,0.821407793,0.5-2,0.5-2,NK_cells,Tregs
CPI-SS027AFFC0E,NCR3_BAG6,simple:O14931,simple:P46379,ENSG00000223833,NCR3,ENSG00000228760,BAG6,FALSE,TRUE,FALSE,curated,FALSE,0.049,NK_cells.Tregs,0.582,NCR3_BAG6-NK_cells.Tregs,0.582,0.612,1.051546392,0.5-2,,,,,0.950980392,0.5-2,0.5-2,NK_cells,Tregs
CPI-CS0715DE78D,CD94:NKG2A_HLA-E,complex:CD94:NKG2A,simple:P13747,,#N/A,ENSG00000204592,HLA-E,FALSE,TRUE,FALSE,curated,FALSE,0.056,NK_cells.Tregs,9.02,CD94:NKG2A_HLA-E-NK_cells.Tregs,9.02,9.089,1.007649667,0.5-2,10.29,10.521,1.02244898,0.5-2,1.014686963,0.5-2,0.5-2,NK_cells,Tregs
CPI-SS0EA05941A,CCL5_CCR4,simple:P13501,simple:P51679,ENSG00000274233,CCL5,ENSG00000183813,CCR4,TRUE,FALSE,TRUE,curated,FALSE,0.062,NK_cells.Tregs,7.551,CCL5_CCR4-NK_cells.Tregs,7.551,20.39,2.700304595,>2 or <0.5,,,,,0.370328593,>2 or <0.5,>2 or <0.5,NK_cells,Tregs
CPI-SS0E292C126,KLRB1_CLEC2D,simple:Q12918,simple:Q9UHP7,ENSG00000111796,KLRB1,ENSG00000069493,CLEC2D,FALSE,TRUE,TRUE,curated,FALSE,0.105,NK_cells.Tregs,6.364,KLRB1_CLEC2D-NK_cells.Tregs,6.364,7.29,1.145505971,0.5-2,5.2,5.393,1.037115385,0.5-2,0.905377546,0.5-2,0.5-2,NK_cells,Tregs
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,NK_cells.Tregs,1.051,ICAM3_aLb2 complex-NK_cells.Tregs,1.051,1.336,1.271170314,0.5-2,1.264,0.977,0.772943038,0.5-2,0.608056237,0.5-2,0.5-2,NK_cells,Tregs
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,NK_cells.Tregs,2.948,FAM3C_CLEC2D-NK_cells.Tregs,2.948,2.032,0.689280868,0.5-2,,,,,1.450787402,0.5-2,0.5-2,NK_cells,Tregs
CPI-SS0C9696AAA,CRTAM_CADM1,simple:O95727,simple:Q9BY67,ENSG00000109943,CRTAM,ENSG00000182985,CADM1,FALSE,FALSE,FALSE,curated,FALSE,0.012,NK_cells.Tumor_1,1.433,CRTAM_CADM1-NK_cells.Tumor_1,1.433,1.992,1.390090719,0.5-2,,,,,0.71937751,0.5-2,0.5-2,NK_cells,Tumor_1
CPI-SS027AFFC0E,NCR3_BAG6,simple:O14931,simple:P46379,ENSG00000223833,NCR3,ENSG00000228760,BAG6,FALSE,TRUE,FALSE,curated,FALSE,0.049,NK_cells.Tumor_1,0.568,NCR3_BAG6-NK_cells.Tumor_1,0.568,0.541,0.952464789,0.5-2,,,,,1.049907578,0.5-2,0.5-2,NK_cells,Tumor_1
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,NK_cells.Tumor_1,22.986,HLA-C_FAM3C-NK_cells.Tumor_1,22.986,24.665,1.073044462,0.5-2,,,,,0.931927833,0.5-2,0.5-2,NK_cells,Tumor_1
CPI-CS06C6E2321,NKG2D II receptor_MICA,complex:NKG2D II receptor,simple:Q29983,,#N/A,ENSG00000204520,MICA,FALSE,TRUE,FALSE,curated,FALSE,0.015,NK_cells.Tumor_2,0.514,NKG2D II receptor_MICA-NK_cells.Tumor_2,0.514,0.44,0.856031128,0.5-2,,,,,1.168181819,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SC0E60FEE99,TGFB1_aVb6 complex,simple:P01137,complex:aVb6 complex,ENSG00000105329,TGFB1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.025,NK_cells.Tumor_2,3.757,TGFB1_aVb6 complex-NK_cells.Tumor_2,3.757,1.765,0.469789726,>2 or <0.5,,,,,2.128611897,>2 or <0.5,>2 or <0.5,NK_cells,Tumor_2
CPI-SS027AFFC0E,NCR3_BAG6,simple:O14931,simple:P46379,ENSG00000223833,NCR3,ENSG00000228760,BAG6,FALSE,TRUE,FALSE,curated,FALSE,0.049,NK_cells.Tumor_2,0.73,NCR3_BAG6-NK_cells.Tumor_2,0.73,0.706,0.967123288,0.5-2,,,,,1.033994334,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SS0632A027A,CD44_HBEGF,simple:P16070,simple:Q99075,ENSG00000026508,CD44,ENSG00000113070,HBEGF,TRUE,TRUE,TRUE,"I2D,InnateDB-All",FALSE,0.102,NK_cells.Tumor_2,6.524,CD44_HBEGF-NK_cells.Tumor_2,6.524,4.97,0.761802575,0.5-2,8.186,9.733,1.188981187,0.5-2,1.560747136,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,NK_cells.Tumor_2,1.958,CD46_JAG1-NK_cells.Tumor_2,1.958,1.332,0.680286006,0.5-2,,,,,1.46996997,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,NK_cells.Tumor_2,22.986,HLA-C_FAM3C-NK_cells.Tumor_2,22.986,24.736,1.076133299,0.5-2,,,,,0.92925291,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,TNFRSF1B,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.272,NK_cells.Tumor_2,1.852,TNFRSF1B_GRN-NK_cells.Tumor_2,1.852,1.931,1.042656587,0.5-2,,,,,0.959088556,0.5-2,0.5-2,NK_cells,Tumor_2
CPI-SS027AFFC0E,NCR3_BAG6,simple:O14931,simple:P46379,ENSG00000223833,NCR3,ENSG00000228760,BAG6,FALSE,TRUE,FALSE,curated,FALSE,0.049,NK_cells.pDCs,0.809,NCR3_BAG6-NK_cells.pDCs,0.809,0.761,0.940667491,0.5-2,,,,,1.063074901,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS09A3FA737,NAMPT_P2RY6,simple:P43490,simple:Q15077,ENSG00000105835,NAMPT,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,NK_cells.pDCs,4.254,NAMPT_P2RY6-NK_cells.pDCs,4.254,3.916,0.920545369,0.5-2,3.124,2.905,0.929897567,0.5-2,1.01015941,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS065F7DA2A,COPA_P2RY6,simple:P53621,simple:Q15077,ENSG00000122218,COPA,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,NK_cells.pDCs,3.815,COPA_P2RY6-NK_cells.pDCs,3.815,3.522,0.923197903,0.5-2,2.821,2.777,0.984402694,0.5-2,1.066296501,0.5-2,0.5-2,NK_cells,pDCs
CPI-CS0715DE78D,CD94:NKG2A_HLA-E,complex:CD94:NKG2A,simple:P13747,,#N/A,ENSG00000204592,HLA-E,FALSE,TRUE,FALSE,curated,FALSE,0.056,NK_cells.pDCs,5.582,CD94:NKG2A_HLA-E-NK_cells.pDCs,5.582,5.352,0.95879613,0.5-2,,,,,1.042974589,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS00150FB64,HLA-F_LILRB1,simple:P30511,simple:Q8NHL6,ENSG00000204642,HLA-F,ENSG00000276452,LILRB1,TRUE,FALSE,TRUE,curated,FALSE,0.071,NK_cells.pDCs,1.09,HLA-F_LILRB1-NK_cells.pDCs,1.09,1.174,1.07706422,0.5-2,1.306,1.233,0.944104135,0.5-2,0.876553243,0.5-2,0.5-2,NK_cells,pDCs
CPI-SC098C06330,TGFB1_TGFbeta receptor1,simple:P01137,complex:TGFbeta receptor1,ENSG00000105329,TGFB1,,#N/A,TRUE,FALSE,TRUE,curated,FALSE,0.099,NK_cells.pDCs,4.403,TGFB1_TGFbeta receptor1-NK_cells.pDCs,4.403,1.92,0.436066318,>2 or <0.5,2.493,1.682,0.67468913,0.5-2,1.547216793,>2 or <0.5,0.5-2,NK_cells,pDCs
CPI-SS0E292C126,KLRB1_CLEC2D,simple:Q12918,simple:Q9UHP7,ENSG00000111796,KLRB1,ENSG00000069493,CLEC2D,FALSE,TRUE,TRUE,curated,FALSE,0.105,NK_cells.pDCs,4.217,KLRB1_CLEC2D-NK_cells.pDCs,4.217,5.911,1.401707375,0.5-2,3.18,3.353,1.054402516,0.5-2,0.752227273,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS0A76A8E97,HLA-F_LILRB2,simple:P30511,simple:Q8N423,ENSG00000204642,HLA-F,ENSG00000274513,LILRB2,FALSE,FALSE,TRUE,curated,FALSE,0.151,NK_cells.pDCs,1.603,HLA-F_LILRB2-NK_cells.pDCs,1.603,1.414,0.88209607,0.5-2,1.56,1.548,0.992307692,0.5-2,1.124942878,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,NK_cells.pDCs,23.044,HLA-C_FAM3C-NK_cells.pDCs,23.044,24.795,1.075985072,0.5-2,,,,,0.929380924,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,TNFRSF1B,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.272,NK_cells.pDCs,3.719,TNFRSF1B_GRN-NK_cells.pDCs,3.719,3.945,1.060769024,0.5-2,3.702,2.483,0.670718531,0.5-2,0.632294605,0.5-2,0.5-2,NK_cells,pDCs
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,Plasma_cells.B_cells,1.438,CD27_CD70-Plasma_cells.B_cells,1.438,1.51,1.050069541,0.5-2,2.836,2.543,0.896685472,0.5-2,0.853929608,0.5-2,0.5-2,Plasma_cells,B_cells
CPI-CS063AE1C91,IL6 receptor_IL6,complex:IL6 receptor,simple:P05231,,#N/A,ENSG00000136244,IL6,TRUE,TRUE,FALSE,curated,FALSE,0.083,Plasma_cells.CAFs,2.734,IL6 receptor_IL6-Plasma_cells.CAFs,2.734,1.278,0.467446964,>2 or <0.5,1.516,7.822,5.159630607,>2 or <0.5,11.03789521,>2 or <0.5,>2 or <0.5,Plasma_cells,CAFs
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,ICAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.127,Plasma_cells.CD4_T_cells,0.663,ICAM2_aLb2 complex-Plasma_cells.CD4_T_cells,0.663,0.729,1.099547511,0.5-2,,,,,0.909465021,0.5-2,0.5-2,Plasma_cells,CD4_T_cells
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,Plasma_cells.CD4_T_cells,0.791,ICAM3_aLb2 complex-Plasma_cells.CD4_T_cells,0.791,0.853,1.078381795,0.5-2,,,,,0.927315358,0.5-2,0.5-2,Plasma_cells,CD4_T_cells
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,Plasma_cells.CD4_T_cells,2.178,FAM3C_CLEC2D-Plasma_cells.CD4_T_cells,2.178,2.265,1.039944904,0.5-2,2.121,2.713,1.279113626,0.5-2,1.229982109,0.5-2,0.5-2,Plasma_cells,CD4_T_cells
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,ICAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.127,Plasma_cells.CD8_ex_T_cells,0.709,ICAM2_aLb2 complex-Plasma_cells.CD8_ex_T_cells,0.709,0.778,1.097320169,0.5-2,,,,,0.911311054,0.5-2,0.5-2,Plasma_cells,CD8_ex_T_cells
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,Plasma_cells.CD8_ex_T_cells,0.838,ICAM3_aLb2 complex-Plasma_cells.CD8_ex_T_cells,0.838,0.903,1.077565632,0.5-2,1.343,1.38,1.027550261,0.5-2,0.953584849,0.5-2,0.5-2,Plasma_cells,CD8_ex_T_cells
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,Plasma_cells.CD8_ex_T_cells,3.572,FAM3C_CLEC2D-Plasma_cells.CD8_ex_T_cells,3.572,2.741,0.767357223,0.5-2,3.681,3.83,1.040478131,0.5-2,1.355924073,0.5-2,0.5-2,Plasma_cells,CD8_ex_T_cells
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,Plasma_cells.CD8_mem_T_cells,2.914,FAM3C_CLEC2D-Plasma_cells.CD8_mem_T_cells,2.914,2.715,0.931708991,0.5-2,2.896,3.171,1.094958564,0.5-2,1.175215195,0.5-2,0.5-2,Plasma_cells,CD8_mem_T_cells
CPI-SS0E2863F09,TNFRSF17_TNFSF13B,simple:Q02223,simple:Q9Y275,ENSG00000048462,TNFRSF17,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,curated,FALSE,0.009,Plasma_cells.DCs,3.267,TNFRSF17_TNFSF13B-Plasma_cells.DCs,3.267,5.463,1.672176309,0.5-2,5.225,6.763,1.294354067,0.5-2,0.774053585,0.5-2,0.5-2,Plasma_cells,DCs
CPI-SS0F00D756A,CD40_TNFSF13B,simple:P25942,simple:Q9Y275,ENSG00000101017,CD40,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,"I2D,InnateDB",FALSE,0.056,Plasma_cells.DCs,3.121,CD40_TNFSF13B-Plasma_cells.DCs,3.121,4.984,1.596924063,0.5-2,,,,,0.626203852,0.5-2,0.5-2,Plasma_cells,DCs
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,Plasma_cells.DCs,1.508,CD27_CD70-Plasma_cells.DCs,1.508,0.818,0.542440318,0.5-2,,,,,1.843520783,0.5-2,0.5-2,Plasma_cells,DCs
CPI-SS06F83AE58,CD44_SELE,simple:P16070,simple:P16581,ENSG00000026508,CD44,ENSG00000007908,SELE,FALSE,TRUE,FALSE,curated,FALSE,0.049,Plasma_cells.Endothelial,3.763,CD44_SELE-Plasma_cells.Endothelial,3.763,7.511,1.996013819,0.5-2,7.769,3.88,0.499420775,>2 or <0.5,0.250209077,>2 or <0.5,>2 or <0.5,Plasma_cells,Endothelial
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,Plasma_cells.Endothelial,0.958,CD46_JAG1-Plasma_cells.Endothelial,0.958,0.756,0.78914405,0.5-2,,,,,1.267195767,0.5-2,0.5-2,Plasma_cells,Endothelial
CPI-SS0E2863F09,TNFRSF17_TNFSF13B,simple:Q02223,simple:Q9Y275,ENSG00000048462,TNFRSF17,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,curated,FALSE,0.009,Plasma_cells.Macrophages,0.758,TNFRSF17_TNFSF13B-Plasma_cells.Macrophages,0.758,1.812,2.390501319,>2 or <0.5,0.504,2.744,5.444444444,>2 or <0.5,2.277532499,>2 or <0.5,>2 or <0.5,Plasma_cells,Macrophages
CPI-SS08A819670,CD70_GPRC5B,simple:P32970,simple:Q9NZH0,ENSG00000125726,CD70,ENSG00000167191,GPRC5B,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.019,Plasma_cells.Melanocytes,0.416,CD70_GPRC5B-Plasma_cells.Melanocytes,0.416,0.438,1.052884615,0.5-2,,,,,0.94977169,0.5-2,0.5-2,Plasma_cells,Melanocytes
CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,ENSG00000182985,CADM1,ENSG00000182985,CADM1,FALSE,FALSE,FALSE,curated,FALSE,0.046,Plasma_cells.Melanocytes,0.289,CADM1_CADM1-Plasma_cells.Melanocytes,0.289,0.449,1.553633218,0.5-2,,,,,0.643652561,0.5-2,0.5-2,Plasma_cells,Melanocytes
CPI-CS063AE1C91,IL6 receptor_IL6,complex:IL6 receptor,simple:P05231,,#N/A,ENSG00000136244,IL6,TRUE,TRUE,FALSE,curated,FALSE,0.083,Plasma_cells.Myofibroblasts,2.004,IL6 receptor_IL6-Plasma_cells.Myofibroblasts,2.004,0.985,0.491516966,>2 or <0.5,,,,,2.034517767,>2 or <0.5,>2 or <0.5,Plasma_cells,Myofibroblasts
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,Plasma_cells.Myofibroblasts,1.457,CD46_JAG1-Plasma_cells.Myofibroblasts,1.457,1.403,0.962937543,0.5-2,1.411,2.414,1.710843373,0.5-2,1.776691942,0.5-2,0.5-2,Plasma_cells,Myofibroblasts
CPI-SS0E0DEA7D5,PECAM1_CD38,simple:P16284,simple:P28907,ENSG00000261371,PECAM1,ENSG00000004468,CD38,FALSE,TRUE,TRUE,curated,FALSE,0.015,Plasma_cells.NK_cells,1.033,PECAM1_CD38-Plasma_cells.NK_cells,1.033,1.359,1.315585673,0.5-2,,,,,0.760117734,0.5-2,0.5-2,Plasma_cells,NK_cells
CPI-SS0D4C221B8,ICAM1_AREG,simple:P05362,simple:P15514,ENSG00000090339,ICAM1,ENSG00000109321,AREG,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.111,Plasma_cells.NK_cells,2.461,ICAM1_AREG-Plasma_cells.NK_cells,2.461,2.418,0.982527428,0.5-2,,,,,1.017783292,0.5-2,0.5-2,Plasma_cells,NK_cells
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,CD55,ENSG00000123146,ADGRE5,TRUE,TRUE,TRUE,curated,FALSE,0.225,Plasma_cells.NK_cells,2.173,CD55_ADGRE5-Plasma_cells.NK_cells,2.173,2.687,1.236539347,0.5-2,4.559,2.189,0.480149156,>2 or <0.5,0.38830075,>2 or <0.5,>2 or <0.5,Plasma_cells,NK_cells
CPI-SS0E0DEA7D5,PECAM1_CD38,simple:P16284,simple:P28907,ENSG00000261371,PECAM1,ENSG00000004468,CD38,FALSE,TRUE,TRUE,curated,FALSE,0.015,Plasma_cells.Plasma_cells,1.039,PECAM1_CD38-Plasma_cells.Plasma_cells,1.039,1.118,1.076034649,0.5-2,,,,,0.929338103,0.5-2,0.5-2,Plasma_cells,Plasma_cells
CPI-SS0C412B7DE,CD70_TNFRSF17,simple:P32970,simple:Q02223,ENSG00000125726,CD70,ENSG00000048462,TNFRSF17,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.019,Plasma_cells.Plasma_cells,0.509,CD70_TNFRSF17-Plasma_cells.Plasma_cells,0.509,0.902,1.772102161,0.5-2,0.118,1.279,10.83898305,>2 or <0.5,6.116454959,>2 or <0.5,>2 or <0.5,Plasma_cells,Plasma_cells
CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,ENSG00000182985,CADM1,ENSG00000182985,CADM1,FALSE,FALSE,FALSE,curated,FALSE,0.046,Plasma_cells.Plasma_cells,0.364,CADM1_CADM1-Plasma_cells.Plasma_cells,0.364,0.439,1.206043956,0.5-2,,,,,0.829157175,0.5-2,0.5-2,Plasma_cells,Plasma_cells
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,Plasma_cells.Plasma_cells,0.732,CD27_CD70-Plasma_cells.Plasma_cells,0.732,0.739,1.009562842,0.5-2,,,,,0.99052774,0.5-2,0.5-2,Plasma_cells,Plasma_cells
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,ICAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.127,Plasma_cells.Tcell_prolif,0.709,ICAM2_aLb2 complex-Plasma_cells.Tcell_prolif,0.709,0.762,1.074753173,0.5-2,,,,,0.930446195,0.5-2,0.5-2,Plasma_cells,Tcell_prolif
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,Plasma_cells.Tcell_prolif,0.837,ICAM3_aLb2 complex-Plasma_cells.Tcell_prolif,0.837,0.886,1.058542413,0.5-2,,,,,0.94469526,0.5-2,0.5-2,Plasma_cells,Tcell_prolif
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,Plasma_cells.Tcell_prolif,1.472,FAM3C_CLEC2D-Plasma_cells.Tcell_prolif,1.472,1.576,1.070652174,0.5-2,,,,,0.934010152,0.5-2,0.5-2,Plasma_cells,Tcell_prolif
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,Plasma_cells.Tregs,1.008,CD27_CD70-Plasma_cells.Tregs,1.008,0.868,0.861111111,0.5-2,,,,,1.161290323,0.5-2,0.5-2,Plasma_cells,Tregs
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,ICAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.127,Plasma_cells.Tregs,0.603,ICAM2_aLb2 complex-Plasma_cells.Tregs,0.603,0.731,1.212271973,0.5-2,,,,,0.824897401,0.5-2,0.5-2,Plasma_cells,Tregs
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,Plasma_cells.Tregs,0.732,ICAM3_aLb2 complex-Plasma_cells.Tregs,0.732,0.855,1.168032787,0.5-2,,,,,0.856140351,0.5-2,0.5-2,Plasma_cells,Tregs
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,Plasma_cells.Tregs,2.65,FAM3C_CLEC2D-Plasma_cells.Tregs,2.65,1.789,0.67509434,0.5-2,2.398,2.978,1.241868224,0.5-2,1.839547676,0.5-2,0.5-2,Plasma_cells,Tregs
CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,ENSG00000182985,CADM1,ENSG00000182985,CADM1,FALSE,FALSE,FALSE,curated,FALSE,0.046,Plasma_cells.Tumor_1,0.365,CADM1_CADM1-Plasma_cells.Tumor_1,0.365,0.407,1.115068493,0.5-2,,,,,0.896805897,0.5-2,0.5-2,Plasma_cells,Tumor_1
CPI-SS0D4C221B8,ICAM1_AREG,simple:P05362,simple:P15514,ENSG00000090339,ICAM1,ENSG00000109321,AREG,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.111,Plasma_cells.Tumor_2,2.239,ICAM1_AREG-Plasma_cells.Tumor_2,2.239,2.867,1.280482358,0.5-2,,,,,0.780955703,0.5-2,0.5-2,Plasma_cells,Tumor_2
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,Plasma_cells.Tumor_2,1.834,CD46_JAG1-Plasma_cells.Tumor_2,1.834,1.282,0.699018539,0.5-2,,,,,1.430577223,0.5-2,0.5-2,Plasma_cells,Tumor_2
CPI-SS0E2863F09,TNFRSF17_TNFSF13B,simple:Q02223,simple:Q9Y275,ENSG00000048462,TNFRSF17,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,curated,FALSE,0.009,Plasma_cells.pDCs,0.523,TNFRSF17_TNFSF13B-Plasma_cells.pDCs,0.523,0.998,1.908221797,0.5-2,,,,,0.524048096,0.5-2,0.5-2,Plasma_cells,pDCs
